Province,Year,Region,Regional GDP,Secondary industry value added,Tertiary industry value added from Long,GDP per capita from Long,Industrial value added from Long,Total electricity generation,Population,Hydropower generation from Long,Raw coal production from Long,Non fossil electricity generation,SO2 emissions,Natural gas production from Long,Total apparent CO2 emissions (mt),Total energy consumption
辽宁省,2008,东北地区,12137.7,6273.1,4648.9,28185.0,6736.0,1139.0,4315.0,41.8,6415.5,41.8,113.07,8.7,436.4456884333333,16925.7
黑龙江,2008,东北地区,7215.1,3935.0,2206.3,18866.0,3765.6,733.0,3825.0,17.56,8185.4,17.56,50.6,27.1,239.37425926,9979.4
上海市,2008,东部地区,14877.09,6215.45,8552.27,70800.0,5831.99,773.54,2141.0,,46511.58,,44.6,4.29,144.4205064046667,9608.49
北京市,2008,东部地区,10488.0,2693.0,7682.0,63029.0,2198.0,243.0,1771.0,0.36,578.5,0.36,12.3,,92.26209452666667,5786.2
天津市,2008,东部地区,5278.33,2659.71,2502.02,46079.0,2370.22,382.0,1176.0,0.14,,0.14,24.0,14.01,92.70346117333332,5364.0
山东省,2008,东部地区,27106.22,14911.5,9318.52,28861.0,13310.8,2648.0,9417.0,2.8,14150.92,2.8,169.0,8.85,831.5024652240934,30570.0
广东省,2008,东部地区,37351.5,18519.4,16911.3,38205.0,17356.7,2716.0,9893.0,388.31,10.5,388.31,113.6,60.78,356.9393948333333,23476.0
江苏省,2008,东部地区,30945.45,17051.1,11906.18,39967.0,15336.03,2776.85,7762.48,6.65,2428.09,6.65,113.03,0.58,462.0529130599999,22232.23
河北省,2008,东部地区,14200.1,6981.5,5261.8,20385.0,6296.9,1528.0,6988.82,10.95,7914.58,10.95,134.51,8.74,481.9801329000001,24321.87
浙江省,2008,东部地区,21607.93,11512.68,9021.95,41685.0,10317.04,1905.0,4687.85,143.49,13.1,143.49,74.06,0.31,338.7549243353333,15106.88
海南省,2008,东部地区,1474.66,412.58,638.51,17357.0,303.89,121.0,854.0,12.72,13.1,12.72,2.2,2.32,35.58447656,1135.33
福建省,2008,东部地区,11104.16,5386.98,4621.08,30628.0,4676.93,1127.0,3639.0,399.61,2200.0,399.61,42.9,,137.0180454,7734.2
安徽省,2008,中部地区,9517.68,4194.45,4010.14,15535.0,3238.44,1125.0,6135.0,28.14,11913.22,28.14,55.6,,240.46416578,8325.4
山西省,2008,中部地区,7222.98,4388.95,2460.45,21234.0,4092.25,1794.0,3411.0,23.36,65577.0,23.36,130.8,5.21,593.7542019466666,15675.0
江西省,2008,中部地区,6934.2,3518.79,2400.87,14781.0,2936.92,466.87,4400.1038,167.26,2592.36,167.26,58.3,0.03,115.4740143066667,5383.0
河南省,2008,中部地区,17541.87,9319.38,5646.69,18672.0,9546.0,1952.78,9918.0,98.77,20888.0,98.77,145.2,11.22,330.9702801733332,18976.0
湖北省,2008,中部地区,11497.46,5066.19,4715.24,20153.0,4406.9,1828.0,5711.0,1272.47,1200.0,1272.47,67.0,1.4,212.05967566,12845.0
湖南省,2008,中部地区,11307.36,4870.03,4675.56,17521.0,4310.12,927.0,6380.0,407.0,6153.86,407.0,84.0,3.19,198.19500258,12355.0
云南省,2008,西部地区,6016.59,2476.07,2538.6,12587.0,2092.58,1079.0,4543.0,647.28,8657.43,647.28,50.17,0.06,150.48642102759,7510.82
内蒙古,2008,西部地区,6242.41,2555.05,2784.44,25620.0,2090.6,2136.0,2444.3,11.18,47269.66,11.18,143.1,100.21,437.6763423599999,12410.26
四川省,2008,西部地区,12756.21,5766.49,4850.76,15495.0,4912.4,1383.0,8138.0,980.86,9700.0,980.86,114.8,194.23,234.2090168666667,15145.0
宁夏,2008,西部地区,1139.16,558.06,468.16,18554.0,476.51,471.0,617.6939,16.08,4234.71,16.08,34.8,,109.4718566933333,3183.3
广西,2008,西部地区,7038.88,3050.82,2534.31,13471.0,2640.34,869.0,4816.0,522.97,500.0,522.97,92.5,8.54,95.72933923333332,6054.22
新疆,2008,西部地区,4203.0,2087.0,1426.0,19893.0,1791.0,489.0,2131.0,73.93,6842.01,73.93,58.54,235.89,179.2180557866666,7069.0
甘肃省,2008,西部地区,3071.7,1429.93,1250.53,12048.0,1197.09,698.0,2550.88,188.72,4022.24,188.72,50.2,1.43,126.4627764533333,5264.8
西藏,2008,西部地区,396.0,116.0,220.0,13861.0,30.0,18.0,292.0,14.53,,14.53,0.2,,,
贵州省,2008,西部地区,3551.29,1437.7,1591.04,9826.0,1206.98,1192.08,3596.0,394.04,11800.0,394.04,123.6,,195.37364654,7084.0
重庆市,2008,西部地区,5978.84,2651.79,2772.0,21145.0,2188.63,396.64,2839.0,171.61,3702.86,171.61,78.24,79.5,119.7979258266667,4039.65
陕西省,2008,西部地区,7256.8,3666.09,2873.23,19544.0,3122.04,840.74,3718.0,64.23,23981.47,64.23,88.94,143.79,274.7646772866667,7417.46
青海省,2008,西部地区,896.86,350.29,442.99,16220.0,271.3,310.0,554.3,207.1,1183.0,207.1,13.5,43.65,32.11910005266667,2497.74
吉林省,2009,东北地区,7278.75,3541.92,2756.26,26595.0,3054.6,542.0,2719.5,56.28,4401.46,56.28,36.3,11.62,201.97765382,7553.4
辽宁省,2009,东北地区,12815.7,6539.3,4979.1,29611.0,6841.0,1162.5,4341.0,28.8,6624.2,28.8,105.1,8.1,456.7598960133333,18172.5
黑龙江,2009,东北地区,7315.8,3668.1,2505.8,19124.0,3470.2,723.0,3826.0,17.09,8748.72,17.09,49.0,30.04,274.61244746,10466.7
上海市,2009,东部地区,16181.35,6184.79,9884.19,74400.0,5740.79,778.2,2210.0,,,,37.9,4.03,142.4817524017163,9759.35
北京市,2009,东部地区,11865.9,2743.2,9004.5,68788.0,2191.0,243.0,1860.0,0.37,641.3,0.37,11.9,,95.57911561333331,6008.6
天津市,2009,东部地区,5828.61,2808.74,2900.34,48491.0,2478.72,416.0,1228.0,0.1,,0.1,23.7,14.3,98.05496459333334,5874.0
山东省,2009,东部地区,29540.8,15919.67,10544.94,31282.0,13998.52,2860.0,9470.0,1.74,14400.0,1.74,159.0,9.05,879.8158296914398,32420.0
广东省,2009,东部地区,40215.68,19439.71,18830.02,40168.0,18128.48,2758.0,8365.9815,269.34,,269.34,107.05,58.43,394.8833388800001,24654.0
江苏省,2009,东部地区,34471.67,18667.16,13660.89,44272.0,16570.31,2928.21,7810.27,2.23,2397.44,2.23,107.41,0.57,485.96631998,23709.28
河北省,2009,东部地区,17235.5,8959.8,6068.3,24581.0,6337.5,1741.9,7034.4,5.71,8389.2,5.71,125.3,10.87,511.0559077666667,25418.79
浙江省,2009,东部地区,23227.5,11882.36,10210.46,44294.0,10491.27,2246.0,4716.18,152.67,13.2,152.67,70.13,,351.9687191586667,15566.89
海南省,2009,东部地区,1620.28,432.36,739.83,18860.0,291.89,128.0,864.0,14.95,,14.95,2.2,1.86,37.79464465333334,1232.52
福建省,2009,东部地区,12625.07,6129.07,5387.2,34566.0,5218.63,1171.0,3666.0,275.92,2500.0,275.92,42.0,,161.88932489,8353.67
安徽省,2009,中部地区,10864.68,4918.65,4563.35,17715.0,3743.65,1320.0,6131.0,16.39,12849.0,16.39,53.8,,273.2083028,8895.9
山西省,2009,中部地区,7147.61,4091.2,2612.95,20906.0,3739.76,1874.0,3427.0,21.66,61535.0,21.66,126.8,,589.8364922799998,15576.0
江西省,2009,中部地区,7629.98,3882.65,2685.2,17185.0,3232.49,533.0,4432.1581,85.07,3000.0,85.07,56.4,,117.1268883333333,5812.5
河南省,2009,中部地区,19077.14,9975.26,6436.22,20170.0,9858.4,2068.0,9967.0,93.15,23018.0,93.15,135.5,9.99,471.8889228466667,19751.0
湖北省,2009,中部地区,13192.14,6035.52,5439.3,23081.0,5212.66,1818.0,5720.0,1205.92,1100.0,1205.92,64.4,1.67,232.6935349666666,13708.0
湖南省,2009,中部地区,12772.8,5494.66,5482.34,20428.0,4819.4,1028.0,6406.0,409.43,6600.0,409.43,81.2,,212.11892058,13331.0
云南省,2009,西部地区,6574.36,2605.38,2919.27,13536.0,2135.02,1171.0,4571.0,622.8,8921.02,622.8,49.93,0.02,165.45042829913,8032.06
内蒙古,2009,西部地区,7104.22,2915.99,3253.35,28982.0,2345.55,2242.57,2458.2,14.82,60375.46,14.82,139.9,146.31,476.9876340666668,13401.14
四川省,2009,西部地区,14190.6,6653.24,5376.99,17339.0,5621.3,1579.0,8185.0,1065.41,8997.34,1065.41,113.5,193.56,271.0531697733334,16322.0
宁夏,2009,西部地区,1266.66,592.98,553.24,20382.0,484.75,480.0,625.2023,17.36,5509.53,17.36,31.4,,140.2264710338533,3307.2
广西,2009,西部地区,7784.98,3400.42,2926.07,14708.0,2882.54,944.0,4856.0,516.77,587.6,516.77,89.0,,109.7021492866667,6592.74
新疆,2009,西部地区,4273.6,1951.9,1562.0,19926.0,1579.9,549.0,2159.0,79.55,7646.0,79.55,59.0,245.39,214.5507620466666,7526.0
甘肃省,2009,西部地区,3268.26,1473.24,1376.63,12802.0,1214.03,697.0,2554.91,250.21,3976.06,250.21,50.03,0.29,124.3841423333333,5398.0
西藏,2009,西部地区,441.4,136.2,241.2,15295.0,32.7,18.0,296.0,15.27,,15.27,0.2,,,
贵州省,2009,西部地区,3910.66,1574.87,1804.59,10965.0,1296.98,1363.09,3537.0,400.88,10001.0,400.88,117.55,0.12,227.1579887466667,7566.0
重庆市,2009,西部地区,6744.1,3016.81,3146.24,23672.0,2470.84,428.26,2859.0,165.74,4300.0,165.74,75.0,75.7,136.3738615733333,4398.56
陕西省,2009,西部地区,8094.89,4017.46,3325.86,21746.0,3339.81,899.22,3727.0,74.59,29611.13,74.59,80.44,189.52,262.3428179089999,8043.6
青海省,2009,西部地区,939.7,365.67,468.74,16907.0,273.73,378.0,557.3,276.32,1284.0,276.32,13.6,43.07,35.45867129666667,2573.44
吉林省,2010,东北地区,8667.58,4506.31,3111.12,31599.0,3929.31,594.4,2746.6,105.5,5190.02,105.5,35.6,13.7,225.77494142,8172.8
辽宁省,2010,东北地区,13896.3,7181.8,5245.5,31888.0,6371.4,1295.1,4378.0,44.0,6641.6,44.0,91.4,8.0,494.58754982,19856.4
黑龙江,2010,东北地区,8434.7,4146.1,2996.8,22026.0,3894.1,774.5,3833.0,22.53,9265.5,22.53,49.0,30.0,351.5363086,11139.3
上海市,2010,东部地区,18319.63,7434.89,10770.29,81200.0,6943.93,876.0,2303.0,,8.3,,35.8,3.3,161.4199251271167,10243.26
北京市,2010,东部地区,14113.6,3388.0,10601.0,73856.0,2607.5,269.0,1962.0,4.4,500.1,4.4,11.5,,96.83595784,6359.5
天津市,2010,东部地区,6991.64,3259.74,3600.19,55335.0,2837.27,589.0,1299.0,0.1,3332.7,0.1,23.5,17.2,134.2855255533333,6818.0
山东省,2010,东部地区,39169.9,17733.08,12778.07,35599.0,15449.95,3043.0,9588.0,2.14,16000.0,2.14,154.0,5.33,929.1189914912246,30235.7
广东省,2010,东部地区,46821.3,22917.43,21704.27,45521.0,21387.71,3101.28,8521.5492,348.86,1287.1,348.86,105.1,78.4,445.05936574,25445.22
江苏省,2010,东部地区,41425.5,21853.6,17121.03,53525.0,19382.18,3358.98,7869.34,2.98,2122.48,2.98,105.05,0.6,546.2891356399999,25773.7
河北省,2010,东部地区,20394.3,10707.7,7123.8,28668.0,7495.1,1992.6,7193.6,5.55,10199.3,5.55,123.38,12.7,569.3714923964532,26201.41
浙江省,2010,东部地区,27902.21,14140.9,12438.46,52047.0,12432.05,2568.0,4747.95,230.85,15.05,230.85,67.83,,375.7671392286666,16865.29
海南省,2010,东部地区,2064.5,528.55,970.06,23323.0,347.56,153.0,869.0,13.34,20.0,13.34,2.9,1.8,44.91388286666667,1314.66
福建省,2010,东部地区,15236.56,7705.25,6261.44,41409.0,6532.27,1356.0,3693.0,453.69,2442.73,453.69,40.91,,179.6398527696333,9189.42
安徽省,2010,中部地区,12359.3,6395.99,5253.23,21923.0,4949.15,1443.9,5957.0,18.9,13030.0,18.9,53.3,,282.904202136,9414.0
山西省,2010,中部地区,9200.9,5349.64,3043.91,25434.0,4923.92,2150.6,3574.0,36.63,74096.0,36.63,124.9,,654.0450237333336,16808.0
江西省,2010,中部地区,9451.3,5083.08,3152.49,21099.0,4327.3,637.59,4462.25,117.85,2912.22,117.85,55.7,,134.1921660466667,6280.6
河南省,2010,中部地区,22568.24,11768.65,7672.45,23892.0,11950.88,2283.84,10800.0,91.67,21349.0,91.67,133.87,6.72,573.1298996799999,18964.0
湖北省,2010,中部地区,15967.6,7869.02,6435.48,28359.0,6750.66,2028.67,5723.77,1263.83,1291.71,1263.83,63.3,2.0,279.6078858266666,15138.0
湖南省,2010,中部地区,15574.32,7034.7,6466.43,24719.0,6305.11,1186.44,6570.0,502.53,7670.12,502.53,80.1,,231.6964587666667,14880.0
云南省,2010,西部地区,7224.2,3267.69,3377.33,16866.0,2674.99,1364.85,4601.6,814.12,9763.38,814.12,50.07,0.06,176.25679604686,8674.17
内蒙古,2010,西部地区,11672.0,3420.5,3681.61,33262.0,2720.84,2483.9,2472.2,16.29,79000.0,16.29,139.4,202.87,562.4964512476132,14573.6
四川省,2010,西部地区,17185.5,8283.21,6556.68,20828.0,7032.89,1795.0,8045.0,1213.42,10836.15,1213.42,113.1,237.65,283.5674124066667,17892.0
宁夏,2010,西部地区,1689.7,733.36,686.91,24984.0,597.76,585.82,632.955,18.02,6613.61,18.02,38.3,,151.5435931253733,3679.8
广西,2010,西部地区,9569.9,4536.66,3392.29,18070.0,3885.2,1032.0,4610.0,475.26,757.57,475.26,85.0,,134.2755825933333,7379.23
新疆,2010,西部地区,5437.5,2592.0,1767.0,25034.0,2165.6,679.0,2185.0,97.08,9926.72,97.08,58.85,249.9,240.8176751333333,8290.0
甘肃省,2010,西部地区,4120.8,1910.35,1560.77,15421.0,1613.76,791.53,2559.98,262.32,4547.2,262.32,55.2,1.03,145.0923404066667,5829.85
西藏,2010,西部地区,507.5,164.0,275.0,17027.0,40.8,21.0,300.0,15.85,,15.85,0.39,,,
贵州省,2010,西部地区,4583.65,1820.67,2160.18,13066.0,1484.88,1358.69,3479.0,416.58,12700.0,416.58,116.17,0.12,246.7571948,8175.43
重庆市,2010,西部地区,8186.53,3624.12,3912.93,28505.0,2945.51,456.71,2884.62,169.25,4547.03,169.25,71.94,67.48,138.3801897998567,4987.34
陕西省,2010,西部地区,9973.0,5071.49,3954.77,26730.0,4271.78,1101.91,3735.0,87.24,36115.5,87.24,77.9,223.47,308.2505334515633,8287.63
青海省,2010,西部地区,1350.4,444.22,567.38,20418.0,326.69,457.0,563.47,371.11,1863.0,371.11,14.34,56.1,37.14019736143667,2814.57
吉林省,2011,东北地区,10568.83,5611.48,3679.91,38460.0,4917.95,710.0,2749.41,62.9,4305.17,62.9,41.32,15.0,264.6685343133333,8886.9
辽宁省,2011,东北地区,16354.9,8478.7,6182.9,37353.0,7499.4,1369.9,4379.0,31.7,7005.1,31.7,112.6,7.2,524.4689824,21492.1
黑龙江,2011,东北地区,10074.0,4916.3,3462.2,26458.0,4624.4,835.0,3782.0,17.02,10254.75,17.02,52.19,31.0,381.2402207066666,12118.5
上海市,2011,东部地区,20406.14,8169.34,12110.36,87600.0,7673.28,946.96,2356.0,,,,24.01,3.0,170.6029641133334,10489.09
北京市,2011,东部地区,16251.9,3563.3,13491.0,86246.0,2859.6,263.0,2024.0,4.48,500.1,4.48,9.8,,94.72706830666667,6397.3
天津市,2011,东部地区,8240.8,3756.26,4343.44,62430.0,3231.33,621.0,1341.0,0.14,,0.14,23.09,18.4,149.14449566,7598.0
山东省,2011,东部地区,45361.9,19926.11,15370.27,40581.0,17280.78,3169.0,9665.0,2.03,15345.63,2.03,183.0,5.2,976.5568410733333,37132.0
广东省,2011,东部地区,54009.62,26161.08,25295.37,50960.0,24460.73,3607.2,8637.1937,331.03,,331.03,84.8,83.3,501.36157366,28479.99
江苏省,2011,东部地区,49110.3,25231.21,20699.22,61464.0,22313.47,3755.63,8022.99,2.02,2100.27,2.02,105.38,0.5,613.10788852,26612.21
河北省,2011,东部地区,24515.8,13126.9,8483.2,33969.0,9132.8,2298.1,7240.51,7.25,10584.6,7.25,141.21,12.2,623.4575251933333,28075.03
浙江省,2011,东部地区,32353.13,16271.04,14546.89,58736.0,14277.77,2777.0,4781.31,161.72,15.06,161.72,66.2,,398.622661,17827.27
海南省,2011,东部地区,2522.7,671.26,1155.94,28014.0,440.08,173.0,890.0,12.55,,12.55,3.26,2.0,52.97031218666667,1549.29
福建省,2011,东部地区,18195.15,9316.55,7386.4,48670.0,7823.21,1580.0,3784.0,285.2,2305.44,285.2,38.92,,210.1515334533333,9980.23
安徽省,2011,中部地区,15300.7,8189.09,6227.83,27303.0,6424.71,1635.0,5972.0,17.9,13675.69,17.9,52.95,,315.3871941866666,10251.86
山西省,2011,中部地区,11237.6,6750.15,3557.7,30534.0,6250.99,2344.0,3562.0,34.63,87228.0,34.63,139.91,,766.1171227599999,18315.0
江西省,2011,中部地区,11702.8,6338.0,3926.03,25928.0,5462.31,730.0,4473.9303,79.82,2766.63,79.82,58.41,,144.74835432,6847.1
河南省,2011,中部地区,26212.21,13533.93,9329.03,27788.0,13949.32,2585.0,10922.0,103.42,20935.0,103.42,137.05,5.0,654.10037156,20462.0
湖北省,2011,中部地区,19632.3,9766.13,7707.12,34732.0,8551.19,2086.0,5760.0,1163.89,1497.2,1163.89,66.56,2.28,321.88090454,16579.0
湖南省,2011,中部地区,18914.96,8883.59,7611.37,29880.0,8122.75,1347.0,6581.0,459.03,8170.06,459.03,68.55,,269.55956674,16161.0
云南省,2011,西部地区,8893.1,3811.4,4315.13,20653.0,3076.48,1555.0,4620.0,1007.43,9957.41,1007.43,69.12,0.07,187.8066579999999,9540.28
内蒙古,2011,西部地区,14359.9,4044.04,4104.36,38276.0,3169.78,2972.85,2470.1,12.21,98440.55,12.21,140.94,249.07,740.5160099266664,16140.03
四川省,2011,西部地区,21026.7,10014.39,8181.86,26133.0,8457.36,1981.0,8064.0,1364.02,7282.12,1364.02,90.2,265.53,280.3755627,19696.0
宁夏,2011,西部地区,2102.2,919.84,836.99,30163.52,751.18,937.03,647.9497,16.68,7932.29,16.68,41.0,3.02,190.9482257533333,4719.9
广西,2011,西部地区,11720.9,5707.57,4010.18,22234.0,4883.31,1039.0,4655.0,415.49,784.52,415.49,49.0,,173.3371550866667,8005.79
新疆,2011,西部地区,6610.1,3093.4,2391.4,29624.0,2718.9,875.0,2225.0,114.58,12174.19,114.58,76.31,235.33,286.3110983933333,9927.0
甘肃省,2011,西部地区,5020.4,2288.63,2002.71,18846.0,1947.15,1028.0,2551.73,252.0,4700.65,252.0,62.39,0.2,169.6941547,6393.69
西藏,2011,西部地区,605.8,195.6,346.1,20083.0,49.7,27.0,309.0,20.62,,20.62,0.42,,,
贵州省,2011,西部地区,5690.46,2258.85,2732.05,16238.0,1822.94,1359.01,3530.0,355.0,15600.99,355.0,110.43,,268.6908610266667,9067.85
重庆市,2011,西部地区,10314.07,4571.26,4948.67,35389.0,3700.24,529.57,2944.0,184.27,4321.9,184.27,58.69,62.94,150.7083185066667,5516.15
陕西省,2011,西部地区,12320.07,6484.32,4648.36,32854.0,5513.91,1208.82,3765.0,99.63,41135.08,99.63,91.68,272.21,344.5194306333333,9107.48
青海省,2011,西部地区,1670.4,553.14,664.64,24233.0,415.35,437.0,568.17,345.0,1961.0,345.0,15.66,65.0,50.10085617333334,3145.28
吉林省,2012,东北地区,11939.24,6376.77,4150.36,43415.0,5582.48,684.36,2750.4,65.78,6310.45,65.78,40.35,22.2,265.3038112,9028.3
辽宁省,2012,东北地区,17848.6,8886.9,7092.4,40778.0,7816.2,1453.1,4375.0,38.2,6431.3,38.2,105.9,7.2,543.2743283799999,22313.9
黑龙江,2012,东北地区,11171.0,5099.8,3951.6,29765.0,4776.0,849.0,3724.0,16.34,9541.66,16.34,51.43,33.7,393.3307429066666,12757.8
上海市,2012,东部地区,21774.91,8174.13,13471.45,91600.0,7661.28,886.19,2399.0,,,,22.82,2.9,168.520721172,10573.0
北京市,2012,东部地区,17879.4,3856.0,15020.3,92758.0,3090.1,291.0,2078.0,4.38,493.1,4.38,9.4,,95.93737762533331,6564.1
天津市,2012,东部地区,9193.04,4134.03,4911.11,67621.0,3575.24,590.0,1378.0,,,,22.45,18.7,143.1369256866666,7325.56
山东省,2012,东部地区,50013.2,21275.89,17634.36,44348.0,18421.9,3212.0,9708.0,1.23,14500.7,1.23,175.0,6.0,1007.560419937452,38899.0
广东省,2012,东部地区,58057.57,27346.12,28000.13,53271.0,25526.22,3593.24,8635.8893,367.31,,367.31,79.92,83.5,486.6959933666667,29144.01
江苏省,2012,东部地区,54058.2,27150.75,23309.75,66533.0,23942.24,3928.35,8120.0,11.22,2104.16,11.22,99.2,0.6,619.9885850133334,27821.11
河北省,2012,东部地区,26575.0,14003.6,9384.8,36584.0,9665.1,2370.9,7287.51,4.7,11771.6,4.7,134.12,13.4,642.3070621986535,28762.47
浙江省,2012,东部地区,34978.48,17040.53,16327.14,62156.0,14853.27,2808.0,4799.34,187.01,15.01,187.01,62.58,0.6,383.593455378,18076.18
海南省,2012,东部地区,2855.5,747.22,1358.31,30993.0,478.32,199.0,910.0,15.36,,15.36,3.41,1.8,54.23930396666666,1633.74
福建省,2012,东部地区,20510.78,10527.0,8354.84,53799.0,8711.23,1623.0,3841.0,476.2,1874.55,476.2,37.13,,208.5290139266667,10206.54
安徽省,2012,中部地区,17212.1,9247.89,7075.22,30697.0,7279.71,1771.0,5978.0,19.6,14713.78,19.6,51.96,,355.9069967333334,11015.0
山西省,2012,中部地区,12112.8,6852.7,4188.44,32864.0,6330.4,2535.0,3548.0,43.79,91333.0,43.79,130.18,,854.6698846066664,19336.0
江西省,2012,中部地区,12948.9,6893.33,4475.22,28799.0,5889.24,728.0,4475.0,111.66,2620.7,111.66,56.77,,146.4602909333333,7148.3
河南省,2012,中部地区,28878.51,14528.17,10773.19,30410.0,15017.56,2643.0,10932.0,136.72,18058.0,136.72,127.59,5.0,545.86928474,20920.0
湖北省,2012,中部地区,22250.5,11152.55,8763.52,39149.0,9771.03,2238.0,5781.0,1415.34,1265.33,1415.34,62.24,1.7,311.387899004,17675.0
湖南省,2012,中部地区,21207.23,9926.66,8712.72,33480.0,9138.5,1398.0,6590.0,602.7,8823.01,602.7,64.5,,275.30121666,16744.0
云南省,2012,西部地区,10309.5,4458.4,4998.56,23992.0,3557.36,1759.0,4631.0,1238.23,7610.37,1238.23,67.22,0.05,195.4682620314437,10433.68
内蒙古,2012,西部地区,15880.6,4553.62,4463.3,42441.0,3568.19,3116.89,2464.0,17.66,107000.0,17.66,138.49,259.17,788.6916738363333,16912.9
四川省,2012,西部地区,23872.8,11231.06,9548.8,29627.0,9408.52,2151.0,8085.0,1562.46,6533.83,1562.46,86.44,242.26,289.7123398466667,20575.0
宁夏,2012,西部地区,2341.3,992.46,949.51,32609.0,801.95,1005.91,659.128,19.01,8597.66,19.01,40.7,3.33,188.5696174412791,4895.2
广西,2012,西部地区,13035.1,6287.19,4630.48,24181.0,5318.97,1186.12,4694.0,536.46,753.61,536.46,47.0,,192.8531263666667,8530.55
新疆,2012,西部地区,7505.3,3325.9,2881.9,33103.0,2873.2,1237.0,2253.0,139.66,14014.52,139.66,79.61,253.01,333.4407996466666,11831.0
甘肃省,2012,西部地区,5650.2,2493.31,2308.87,21141.0,2107.12,1103.0,2550.0,294.67,4878.08,294.67,57.25,0.2,173.7537790866667,6893.76
西藏,2012,西部地区,701.0,226.1,408.8,22762.0,57.4,26.0,315.0,18.98,,18.98,0.42,,,
贵州省,2012,西部地区,6828.12,2716.8,3248.63,19188.0,2185.79,1548.44,3587.0,582.05,18107.05,582.05,104.11,,287.21315806,8604.19
重庆市,2012,西部地区,11797.77,5308.14,5609.96,39864.0,4291.4,536.53,2975.0,244.75,3808.23,244.75,56.48,55.76,149.3584051434266,5834.84
陕西省,2012,西部地区,14311.51,7612.26,5384.41,37901.0,6505.2,1330.5,3787.0,88.91,47904.12,88.91,84.38,309.62,405.1313081412901,9914.53
青海省,2012,西部地区,1893.5,620.19,734.05,26839.0,462.7,556.0,571.0,435.0,2460.0,435.0,15.39,64.0,58.55969730266667,3475.88
吉林省,2013,东北地区,12981.46,6856.09,4658.63,47192.0,6059.28,773.0,2751.28,125.0,3156.7,125.0,38.15,23.91,237.2885526333333,9170.9
辽宁省,2013,东北地区,19208.8,9204.2,8031.2,43956.0,8039.6,1516.0,4365.0,37.6,5610.13,37.6,102.7,7.2,529.8634425866667,20499.6
黑龙江,2013,东北地区,12017.0,5202.7,4274.8,32522.0,4857.5,844.0,3666.0,29.0,8017.23,29.0,48.91,34.99,363.48212584,11853.3
上海市,2013,东部地区,23809.37,8286.53,15391.21,98200.0,7765.32,972.0,2448.0,,,,21.58,2.35,181.78292098,10890.39
北京市,2013,东部地区,19500.56,4352.3,14986.4,93213.0,3336.6,336.0,2125.0,5.0,500.1,5.0,8.7,7.5,86.69487504,6723.9
天津市,2013,东部地区,10075.24,4407.1,5513.35,72276.0,3814.68,597.0,1410.0,0.2,,0.2,21.68,18.73,151.0324593,7881.83
山东省,2013,东部地区,54684.3,27422.5,22519.2,48673.0,19475.3,3597.0,9746.0,4.6,15145.24,4.6,164.0,5.11,944.49442586,35358.0
广东省,2013,东部地区,63757.27,29342.97,31537.88,57153.0,27142.1,3796.25,8759.4645,318.0,,318.0,76.19,75.26,493.0877252666667,30179.7
江苏省,2013,东部地区,59161.75,29149.42,26752.5,72768.0,25564.39,4405.0,8192.0,12.0,2011.18,12.0,94.17,0.51,638.440952,29205.38
河北省,2013,东部地区,28301.41,14781.9,10279.1,38909.0,9847.5,2443.0,7332.61,12.0,9310.24,12.0,128.47,15.58,657.7199650133333,29664.38
浙江省,2013,东部地区,38023.25,18162.78,18141.73,66306.0,15835.77,2941.0,4826.89,191.0,12.3,191.0,59.34,,387.5609208266666,18640.0
海南省,2013,东部地区,3146.46,750.9,1641.35,34053.0,441.64,232.0,920.0,24.0,,24.0,3.24,2.25,51.96649546666666,1720.33
福建省,2013,东部地区,22851.69,11805.5,9301.02,59155.0,9650.19,1790.0,3885.0,399.0,1614.81,399.0,36.1,,203.57113088,10898.51
安徽省,2013,中部地区,19038.87,10233.43,8177.44,34404.0,8045.39,1978.0,5988.0,36.0,13880.0,36.0,50.13,,387.1800404133332,11696.39
山西省,2013,中部地区,12602.24,6684.32,4605.34,33848.0,6113.88,2625.0,3535.0,40.0,92167.0,40.0,125.54,25.11,1499.0626243,19761.0
江西省,2013,中部地区,14338.5,7661.85,5097.67,31771.0,6523.26,852.0,4476.0,123.0,2985.72,123.0,55.77,,162.1894644733333,7582.9
河南省,2013,中部地区,31621.39,15464.13,12330.07,33103.0,15960.6,2811.0,11039.0,115.0,16043.0,115.0,125.4,4.93,594.4161655466667,21909.0
湖北省,2013,中部地区,24668.49,11846.3,10647.98,43835.0,10227.36,2235.0,5798.0,1175.0,855.87,1175.0,59.94,3.09,252.9214366933333,15703.0
湖南省,2013,中部地区,24501.67,10913.8,10042.26,36763.0,10001.0,1278.0,6600.0,430.0,7072.2,430.0,64.13,,266.3274043066667,14919.0
云南省,2013,西部地区,11720.91,5000.52,5946.48,25083.0,3903.4,2148.0,4641.0,1631.0,8185.53,1631.0,66.31,0.02,195.7814407133333,10072.09
内蒙古,2013,西部地区,16832.38,9084.19,6148.78,67498.0,3823.57,3623.0,2497.61,36.0,99054.54,36.0,135.87,10.04,783.7430854866665,17544.17
四川省,2013,西部地区,26260.77,12418.94,10841.66,32750.0,10308.99,2617.0,8109.0,2023.0,3882.36,2023.0,81.67,244.81,277.5084064,19212.0
宁夏,2013,西部地区,2565.06,1059.5,1057.46,35135.0,846.26,1121.0,666.374,19.0,8800.0,19.0,38.97,,187.7560740666666,5186.8
